wavelength_Angstroms,flux,uncertainty
12854.2,0.9644,0.09
12854.39,0.9657,0.09
12854.57,0.9657,0.09
12854.76,0.9629,0.09
12854.94,0.9644,0.09
12855.13,0.971,0.09
12855.31,0.99,0.09
12855.49,1.0152,0.09
12855.68,1.0253,0.09
12855.86,1.0262,0.09
12856.05,1.0121,0.09
12856.23,1.0011,0.09
12856.42,0.9965,0.09
12856.6,0.9919,0.09
12856.79,0.9854,0.09
12856.97,0.9775,0.09
12857.16,0.9668,0.09
12857.34,0.9453,0.09
12857.53,0.9223,0.09
12857.71,0.8969,0.09
12857.9,0.8708,0.09
12858.08,0.8416,0.09
12858.26,0.8191,0.09
12858.45,0.8074,0.09
12858.63,0.8057,0.09
12858.82,0.8082,0.09
12859.0,0.8133,0.09
12859.19,0.811,0.09
12859.37,0.7925,0.09
12859.56,0.7654,0.09
12859.74,0.7322,0.09
12859.93,0.7142,0.09
12860.11,0.7165,0.09
12860.3,0.7213,0.09
12860.48,0.7399,0.09
12860.66,0.7533,0.09
12860.85,0.755,0.09
12861.03,0.742,0.09
12861.22,0.7263,0.09
12861.4,0.7114,0.09
12861.59,0.691,0.09
12861.77,0.6809,0.09
12861.96,0.6895,0.09
12862.14,0.7046,0.09
12862.33,0.7192,0.09
12862.51,0.7343,0.09
12862.69,0.7504,0.09
12862.88,0.754,0.09
12863.06,0.7439,0.09
12863.25,0.7425,0.09
12863.43,0.7456,0.09
12863.62,0.7386,0.09
12863.8,0.738,0.09
12863.99,0.7409,0.09
12864.17,0.7461,0.09
12864.36,0.7533,0.09
12864.54,0.7713,0.09
12864.73,0.7954,0.09
12864.91,0.7999,0.09
12865.09,0.7985,0.09
12865.28,0.8041,0.09
12865.46,0.8179,0.09
12865.65,0.8155,0.09
12865.83,0.8135,0.09
12866.02,0.8232,0.09
12866.2,0.8323,0.09
12866.39,0.8287,0.09
12866.57,0.8429,0.09
12866.76,0.8604,0.09
12866.94,0.8762,0.09
12867.13,0.882,0.09
12867.31,0.8769,0.09
12867.5,0.8632,0.09
12867.68,0.8531,0.09
12867.86,0.8482,0.09
12868.05,0.8465,0.09
12868.23,0.8542,0.09
12868.42,0.8652,0.09
12868.6,0.8922,0.09
12868.79,0.9215,0.09
12868.97,0.931,0.09
12869.16,0.931,0.09
12869.34,0.9367,0.09
12869.53,0.9325,0.09
12869.71,0.9187,0.09
12869.9,0.9227,0.09
12870.08,0.9392,0.09
12870.26,0.9517,0.09
12870.45,0.9645,0.09
12870.63,0.9839,0.09
12870.82,1.0,0.09
12871.0,1.0154,0.09
12871.19,1.015,0.09
12871.37,1.0031,0.09
12871.56,0.9925,0.09
12871.74,0.9941,0.09
12871.93,1.0111,0.09
12872.11,1.0395,0.09
12872.3,1.0644,0.09
12872.48,1.0791,0.09
12872.66,1.0785,0.09
12872.85,1.0712,0.09
12873.03,1.0689,0.09
12873.22,1.0717,0.09
12873.4,1.0768,0.09
12873.59,1.0743,0.09
12873.77,1.0627,0.09
12873.96,1.0573,0.09
12874.14,1.0572,0.09
12874.33,1.0574,0.09
12874.51,1.0434,0.09
12874.7,1.0277,0.09
12874.88,0.9985,0.09
12875.06,0.9709,0.09
12875.25,0.9428,0.09
12875.43,0.9229,0.09
12875.62,0.9059,0.09
12875.8,0.8825,0.09
12875.99,0.8473,0.09
12876.17,0.8119,0.09
12876.36,0.781,0.09
12876.54,0.758,0.09
12876.73,0.7476,0.09
12876.91,0.7526,0.09
12877.1,0.7568,0.09
12877.28,0.7676,0.09
12877.46,0.7871,0.09
12877.65,0.8028,0.09
12877.83,0.8316,0.09
12878.02,0.8723,0.09
12878.2,0.9104,0.09
12878.39,0.9379,0.09
12878.57,0.9517,0.09
12878.76,0.9728,0.09
12878.94,0.9968,0.09
12879.13,1.028,0.09
12879.31,1.0556,0.09
12879.5,1.0688,0.09
12879.68,1.0778,0.09
12879.86,1.0847,0.09
12880.05,1.0868,0.09
12880.23,1.0847,0.09
12880.42,1.0817,0.09
12880.6,1.0815,0.09
12880.79,1.0807,0.09
12880.97,1.0732,0.09
12881.16,1.0569,0.09
12881.34,1.0547,0.09
12881.52,1.0611,0.09
12881.71,1.0601,0.09
12881.89,1.0405,0.09
12882.08,1.0094,0.09
12882.26,0.9812,0.09
12882.45,0.9506,0.09
12882.63,0.9213,0.09
12882.82,0.8963,0.09
12883.0,0.8748,0.09
12883.19,0.8506,0.09
12883.37,0.8294,0.09
12883.56,0.8066,0.09
12883.74,0.7729,0.09
12883.93,0.7488,0.09
12884.11,0.7416,0.09
12884.3,0.7309,0.09
12884.48,0.7233,0.09
12884.66,0.7108,0.09
12884.85,0.6969,0.09
12885.03,0.691,0.09
12885.22,0.6999,0.09
12885.4,0.713,0.09
12885.59,0.731,0.09
12885.77,0.7362,0.09
12885.96,0.7408,0.09
12886.14,0.7641,0.09
12886.33,0.7924,0.09
12886.51,0.8051,0.09
12886.69,0.8151,0.09
12886.88,0.8194,0.09
12887.06,0.8089,0.09
12887.25,0.8052,0.09
12887.43,0.8026,0.09
12887.62,0.8083,0.09
12887.8,0.8264,0.09
12887.99,0.8469,0.09
12888.17,0.8578,0.09
12888.36,0.8703,0.09
12888.54,0.892,0.09
12888.73,0.9114,0.09
12888.91,0.9207,0.09
12889.09,0.9337,0.09
12889.28,0.9525,0.09
12889.46,0.968,0.09
12889.65,0.9914,0.09
12889.83,1.0069,0.09
12890.02,1.0188,0.09
12890.2,1.0144,0.09
12890.39,0.9982,0.09
12890.57,0.9885,0.09
12890.76,0.9781,0.09
12890.94,0.9623,0.09
12891.13,0.9427,0.09
12891.31,0.9299,0.09
12891.5,0.9262,0.09
12891.68,0.9253,0.09
12891.86,0.934,0.09
12892.05,0.9431,0.09
12892.23,0.9448,0.09
12892.42,0.9448,0.09
12892.6,0.9395,0.09
12892.79,0.9323,0.09
12892.97,0.9254,0.09
12893.16,0.9187,0.09
12893.34,0.9217,0.09
12893.53,0.9145,0.09
12893.71,0.9009,0.09
12893.9,0.8844,0.09
12894.08,0.8668,0.09
12894.26,0.8456,0.09
12894.45,0.82,0.09
12894.63,0.8144,0.09
12894.82,0.8253,0.09
12895.0,0.8427,0.09
12895.19,0.8568,0.09
12895.37,0.8835,0.09
12895.56,0.9186,0.09
12895.74,0.9451,0.09
12895.93,0.9601,0.09
12896.11,0.971,0.09
12896.3,0.9716,0.09
12896.48,0.963,0.09
12896.66,0.965,0.09
12896.85,0.9744,0.09
12897.03,0.9827,0.09
12897.22,0.9707,0.09
12897.4,0.9669,0.09
12897.59,0.9508,0.09
12897.77,0.9226,0.09
12897.96,0.8909,0.09
12898.14,0.8702,0.09
12898.33,0.8604,0.09
12898.51,0.8583,0.09
12898.7,0.8706,0.09
12898.88,0.8821,0.09
12899.06,0.9024,0.09
12899.25,0.9146,0.09
12899.43,0.9278,0.09
12899.62,0.944,0.09
12899.8,0.962,0.09
12899.99,0.9831,0.09
12900.17,1.0086,0.09
12900.36,1.0235,0.09
12900.54,1.0261,0.09
12900.73,1.0166,0.09
12900.91,1.0161,0.09
12901.1,1.0139,0.09
12901.28,1.0102,0.09
12901.46,1.0039,0.09
12901.65,0.9962,0.09
12901.83,1.0008,0.09
12902.02,1.0055,0.09
12902.2,1.003,0.09
12902.39,0.9942,0.09
12902.57,0.9837,0.09
12902.76,0.976,0.09
12902.94,0.9676,0.09
12903.13,0.9738,0.09
12903.31,0.9961,0.09
12903.49,1.0179,0.09
12903.68,1.0305,0.09
12903.86,1.0384,0.09
12904.05,1.0391,0.09
12904.23,1.0389,0.09
12904.42,1.0473,0.09
12904.6,1.0596,0.09
12904.79,1.0628,0.09
12904.97,1.0539,0.09
12905.16,1.0449,0.09
12905.34,1.0492,0.09
12905.52,1.0461,0.09
12905.71,1.0419,0.09
12905.89,1.0365,0.09
12906.08,1.0294,0.09
12906.26,1.0132,0.09
12906.45,1.0025,0.09
12906.63,1.0006,0.09
12906.82,1.0007,0.09
12907.0,0.9815,0.09
12907.19,0.9563,0.09
12907.37,0.9358,0.09
12907.56,0.9292,0.09
12907.74,0.9347,0.09
12907.93,0.9342,0.09
12908.11,0.9402,0.09
12908.29,0.9307,0.09
12908.48,0.9155,0.09
12908.66,0.8878,0.09
12908.85,0.8635,0.09
12909.03,0.8534,0.09
12909.22,0.8487,0.09
12909.4,0.8536,0.09
12909.59,0.8558,0.09
12909.77,0.8514,0.09
12909.96,0.847,0.09
12910.14,0.8505,0.09
12910.33,0.8507,0.09
12910.51,0.8326,0.09
12910.69,0.8153,0.09
12910.88,0.809,0.09
12911.06,0.8205,0.09
12911.25,0.8315,0.09
12911.43,0.8434,0.09
12911.62,0.8397,0.09
12911.8,0.8354,0.09
12911.99,0.8228,0.09
12912.17,0.8136,0.09
12912.36,0.8073,0.09
12912.54,0.8034,0.09
12912.73,0.8071,0.09
12912.91,0.8018,0.09
12913.1,0.7957,0.09
12913.28,0.7943,0.09
12913.46,0.807,0.09
12913.65,0.8132,0.09
12913.83,0.8247,0.09
12914.02,0.8243,0.09
12914.2,0.8155,0.09
12914.39,0.8177,0.09
12914.57,0.832,0.09
12914.76,0.8401,0.09
12914.94,0.8355,0.09
12915.13,0.8171,0.09
12915.31,0.7966,0.09
12915.5,0.7915,0.09
12915.68,0.7982,0.09
12915.86,0.8063,0.09
12916.05,0.8149,0.09
12916.23,0.8289,0.09
12916.42,0.8384,0.09
12916.6,0.8519,0.09
12916.79,0.8581,0.09
12916.97,0.8507,0.09
12917.16,0.8461,0.09
12917.34,0.8443,0.09
12917.53,0.8481,0.09
12917.71,0.8602,0.09
12917.9,0.8721,0.09
12918.08,0.8912,0.09
12918.26,0.9148,0.09
12918.45,0.9283,0.09
12918.63,0.9144,0.09
12918.82,0.8978,0.09
12919.0,0.8807,0.09
12919.19,0.8685,0.09
12919.37,0.8642,0.09
12919.56,0.8595,0.09
12919.74,0.8675,0.09
12919.93,0.898,0.09
12920.11,0.9251,0.09
12920.29,0.9355,0.09
12920.48,0.9442,0.09
12920.66,0.961,0.09
12920.85,0.9785,0.09
12921.03,1.001,0.09
12921.22,1.0024,0.09
12921.4,1.0003,0.09
12921.59,1.0132,0.09
12921.77,1.0306,0.09
12921.96,1.0331,0.09
12922.14,1.0276,0.09
12922.32,1.0265,0.09
12922.51,1.0272,0.09
12922.7,1.0178,0.09
12922.88,0.996,0.09
12923.06,0.9712,0.09
12923.25,0.9595,0.09
12923.43,0.9455,0.09
12923.62,0.9223,0.09
12923.8,0.901,0.09
12923.99,0.8784,0.09
12924.17,0.8734,0.09
12924.36,0.8833,0.09
12924.54,0.8869,0.09
12924.73,0.8791,0.09
12924.91,0.8811,0.09
12925.1,0.8765,0.09
12925.28,0.8576,0.09
12925.46,0.8354,0.09
12925.65,0.8207,0.09
12925.83,0.8126,0.09
12926.02,0.812,0.09
12926.2,0.8187,0.09
12926.39,0.8201,0.09
12926.57,0.8198,0.09
12926.76,0.8133,0.09
12926.94,0.8096,0.09
12927.13,0.8088,0.09
12927.31,0.8119,0.09
12927.49,0.8252,0.09
12927.68,0.8396,0.09
12927.86,0.845,0.09
12928.05,0.8555,0.09
12928.23,0.8684,0.09
12928.42,0.8855,0.09
12928.6,0.8971,0.09
12928.79,0.8872,0.09
12928.97,0.8733,0.09
12929.16,0.8561,0.09
12929.34,0.8373,0.09
12929.52,0.8316,0.09
12929.71,0.8261,0.09
12929.89,0.8222,0.09
12930.08,0.8025,0.09
12930.26,0.7885,0.09
12930.45,0.7797,0.09
12930.63,0.7815,0.09
12930.82,0.7793,0.09
12931.0,0.7789,0.09
12931.19,0.7747,0.09
12931.37,0.7774,0.09
12931.56,0.7794,0.09
12931.74,0.8014,0.09
12931.92,0.8273,0.09
12932.11,0.8602,0.09
12932.29,0.8958,0.09
12932.48,0.9269,0.09
12932.66,0.9434,0.09
12932.85,0.9603,0.09
12933.03,0.985,0.09
12933.22,1.0089,0.09
12933.4,1.034,0.09
12933.59,1.0609,0.09
12933.77,1.0969,0.09
12933.96,1.1324,0.09
12934.14,1.1555,0.09
12934.33,1.1539,0.09
12934.51,1.1428,0.09
12934.69,1.1257,0.09
12934.88,1.1002,0.09
12935.06,1.0804,0.09
12935.25,1.0639,0.09
12935.43,1.0501,0.09
12935.62,1.0523,0.09
12935.8,1.0511,0.09
12935.99,1.0299,0.09
12936.17,1.0084,0.09
12936.36,0.9681,0.09
12936.54,0.938,0.09
12936.73,0.9193,0.09
12936.91,0.9113,0.09
12937.09,0.9074,0.09
12937.28,0.9158,0.09
12937.46,0.9288,0.09
12937.65,0.929,0.09
12937.83,0.9273,0.09
12938.02,0.9194,0.09
12938.2,0.9068,0.09
12938.39,0.8978,0.09
12938.57,0.9049,0.09
12938.76,0.9184,0.09
12938.94,0.9429,0.09
12939.13,0.9504,0.09
12939.31,0.9632,0.09
12939.5,0.9921,0.09
12939.68,1.0118,0.09
12939.86,1.0357,0.09
12940.05,1.0622,0.09
12940.23,1.0961,0.09
12940.42,1.1236,0.09
12940.6,1.1509,0.09
12940.79,1.1704,0.09
12940.97,1.1776,0.09
12941.16,1.1759,0.09
12941.34,1.1698,0.09
12941.53,1.1583,0.09
12941.71,1.1383,0.09
12941.9,1.1287,0.09
12942.08,1.1367,0.09
12942.26,1.1433,0.09
12942.45,1.1375,0.09
12942.63,1.1304,0.09
12942.82,1.1215,0.09
12943.0,1.1091,0.09
12943.19,1.0992,0.09
12943.37,1.0899,0.09
12943.56,1.0823,0.09
12943.74,1.0674,0.09
12943.93,1.0426,0.09
12944.11,1.0249,0.09
12944.29,1.0005,0.09
12944.48,0.9764,0.09
12944.66,0.9538,0.09
12944.85,0.9365,0.09
12945.03,0.9112,0.09
12945.22,0.8861,0.09
12945.4,0.8562,0.09
12945.59,0.8179,0.09
12945.77,0.7989,0.09
12945.96,0.7931,0.09
12946.14,0.7909,0.09
12946.32,0.7973,0.09
12946.51,0.7968,0.09
12946.69,0.8012,0.09
12946.88,0.8104,0.09
12947.06,0.813,0.09
12947.25,0.8097,0.09
12947.43,0.7911,0.09
12947.62,0.7696,0.09
12947.8,0.7466,0.09
12947.99,0.7255,0.09
12948.17,0.7041,0.09
12948.36,0.6962,0.09
12948.54,0.7021,0.09
12948.72,0.7016,0.09
12948.91,0.6959,0.09
12949.1,0.6956,0.09
12949.28,0.7052,0.09
12949.46,0.7235,0.09
12949.65,0.7553,0.09
12949.83,0.7818,0.09
12950.02,0.799,0.09
12950.2,0.8055,0.09
12950.39,0.8217,0.09
12950.57,0.8399,0.09
12950.76,0.8582,0.09
12950.94,0.8727,0.09
12951.13,0.8908,0.09
12951.31,0.9124,0.09
12951.49,0.9277,0.09
12951.68,0.9463,0.09
12951.86,0.9715,0.09
12952.05,1.0008,0.09
12952.23,1.0258,0.09
12952.42,1.044,0.09
12952.6,1.0557,0.09
12952.79,1.0588,0.09
12952.97,1.0656,0.09
12953.16,1.0808,0.09
12953.34,1.0934,0.09
12953.52,1.105,0.09
12953.71,1.1161,0.09
12953.89,1.1064,0.09
12954.08,1.0899,0.09
12954.26,1.0652,0.09
12954.45,1.0341,0.09
12954.63,1.0079,0.09
12954.82,0.9726,0.09
12955.0,0.9362,0.09
12955.19,0.8998,0.09
12955.37,0.8823,0.09
12955.56,0.8828,0.09
12955.74,0.8898,0.09
12955.92,0.8969,0.09
12956.11,0.9106,0.09
12956.29,0.9181,0.09
12956.48,0.922,0.09
12956.66,0.918,0.09
12956.85,0.9165,0.09
12957.03,0.9278,0.09
12957.22,0.9167,0.09
12957.4,0.9099,0.09
12957.59,0.9064,0.09
12957.77,0.9187,0.09
12957.96,0.9415,0.09
12958.14,0.9673,0.09
12958.33,0.9904,0.09
12958.51,1.0019,0.09
12958.69,1.0131,0.09
12958.88,1.0301,0.09
12959.06,1.0403,0.09
12959.25,1.0422,0.09
12959.43,1.0466,0.09
12959.62,1.0488,0.09
12959.8,1.0533,0.09
12959.99,1.0488,0.09
12960.17,1.056,0.09
12960.36,1.0605,0.09
12960.54,1.0632,0.09
12960.73,1.0535,0.09
12960.91,1.0314,0.09
12961.09,1.0062,0.09
12961.28,0.992,0.09
12961.46,0.9825,0.09
12961.65,0.9862,0.09
12961.83,0.9876,0.09
12962.02,0.9834,0.09
12962.2,0.9844,0.09
12962.39,0.9875,0.09
12962.57,1.0097,0.09
12962.76,1.0238,0.09
12962.94,1.0317,0.09
12963.13,1.0157,0.09
12963.31,0.9903,0.09
12963.5,0.9759,0.09
12963.68,0.9649,0.09
12963.86,0.9641,0.09
12964.05,0.9668,0.09
12964.23,0.9692,0.09
12964.42,0.9671,0.09
12964.6,0.9737,0.09
12964.79,0.9825,0.09
12964.97,1.0006,0.09
12965.16,1.0234,0.09
12965.34,1.0453,0.09
12965.53,1.0594,0.09
12965.71,1.0599,0.09
12965.9,1.0605,0.09
12966.08,1.052,0.09
12966.26,1.0394,0.09
12966.45,1.0243,0.09
12966.63,1.0063,0.09
12966.82,0.9823,0.09
12967.0,0.9577,0.09
12967.19,0.9338,0.09
12967.37,0.8991,0.09
12967.56,0.8743,0.09
12967.74,0.8614,0.09
12967.93,0.8594,0.09
12968.11,0.8536,0.09
12968.29,0.8454,0.09
12968.48,0.8318,0.09
12968.66,0.829,0.09
12968.85,0.8502,0.09
12969.03,0.875,0.09
12969.22,0.9079,0.09
12969.4,0.9325,0.09
12969.59,0.9483,0.09
12969.77,0.9705,0.09
12969.96,1.0019,0.09
12970.14,1.0154,0.09
12970.32,1.0236,0.09
12970.51,1.0285,0.09
12970.69,1.0187,0.09
12970.88,0.9911,0.09
12971.06,0.9667,0.09
12971.25,0.9621,0.09
12971.43,0.9591,0.09
12971.62,0.9597,0.09
12971.8,0.9539,0.09
12971.99,0.9405,0.09
12972.17,0.9286,0.09
12972.36,0.9038,0.09
12972.54,0.8786,0.09
12972.72,0.8721,0.09
12972.91,0.8733,0.09
12973.09,0.8752,0.09
12973.28,0.8952,0.09
12973.46,0.9217,0.09
12973.65,0.9446,0.09
12973.83,0.9799,0.09
12974.02,1.0044,0.09
12974.2,1.0151,0.09
12974.39,1.0227,0.09
12974.57,1.034,0.09
12974.76,1.0408,0.09
12974.94,1.0399,0.09
12975.12,1.0442,0.09
12975.31,1.0472,0.09
12975.49,1.0599,0.09
12975.68,1.0484,0.09
12975.86,1.0202,0.09
12976.05,1.0023,0.09
12976.23,0.9951,0.09
12976.42,0.9808,0.09
12976.6,0.9676,0.09
12976.79,0.9526,0.09
12976.97,0.9449,0.09
12977.16,0.948,0.09
12977.34,0.9454,0.09
12977.52,0.939,0.09
12977.71,0.9364,0.09
12977.89,0.943,0.09
12978.08,0.9524,0.09
12978.26,0.9652,0.09
12978.45,0.9814,0.09
12978.63,1.0038,0.09
12978.82,1.0279,0.09
12979.0,1.0299,0.09
12979.19,1.0259,0.09
12979.37,1.0337,0.09
12979.56,1.0489,0.09
12979.74,1.0633,0.09
12979.92,1.0636,0.09
12980.11,1.0652,0.09
12980.29,1.0736,0.09
12980.48,1.0705,0.09
12980.66,1.0618,0.09
12980.85,1.0532,0.09
12981.03,1.0439,0.09
12981.22,1.0395,0.09
12981.4,1.0337,0.09
12981.59,1.0283,0.09
12981.77,1.024,0.09
12981.96,1.0345,0.09
12982.14,1.0443,0.09
12982.33,1.0404,0.09
12982.51,1.0257,0.09
12982.69,1.0041,0.09
12982.88,0.9966,0.09
12983.06,0.994,0.09
12983.25,0.9798,0.09
12983.43,0.9757,0.09
12983.62,0.9894,0.09
12983.8,1.002,0.09
12983.99,1.0168,0.09
12984.17,1.0283,0.09
12984.36,1.0306,0.09
12984.54,1.0253,0.09
12984.73,1.0217,0.09
12984.91,1.0209,0.09
12985.09,1.0191,0.09
12985.28,1.0228,0.09
12985.46,1.0316,0.09
12985.65,1.0454,0.09
12985.83,1.0531,0.09
12986.02,1.044,0.09
12986.2,1.0303,0.09
12986.39,1.0268,0.09
12986.57,1.0214,0.09
12986.76,1.0027,0.09
12986.94,0.9792,0.09
12987.12,0.9705,0.09
12987.31,0.9746,0.09
12987.49,0.984,0.09
12987.68,1.0003,0.09
12987.86,0.9975,0.09
12988.05,0.9954,0.09
12988.23,0.9952,0.09
12988.42,0.9945,0.09
12988.6,0.9872,0.09
12988.79,0.9823,0.09
12988.97,0.9691,0.09
12989.16,0.9532,0.09
12989.34,0.9277,0.09
12989.53,0.8955,0.09
12989.71,0.8721,0.09
12989.9,0.8522,0.09
12990.08,0.8109,0.09
12990.26,0.7799,0.09
12990.45,0.7625,0.09
12990.63,0.7585,0.09
12990.82,0.7658,0.09
12991.0,0.7836,0.09
12991.19,0.7896,0.09
12991.37,0.7987,0.09
12991.56,0.828,0.09
12991.74,0.8618,0.09
12991.93,0.8951,0.09
12992.11,0.9302,0.09
12992.29,0.9548,0.09
12992.48,0.9652,0.09
12992.66,0.9589,0.09
12992.85,0.9587,0.09
12993.03,0.9715,0.09
12993.22,0.9796,0.09
12993.4,0.9635,0.09
12993.59,0.9482,0.09
12993.77,0.9423,0.09
12993.96,0.9462,0.09
12994.14,0.9612,0.09
12994.32,0.9813,0.09
12994.51,0.9926,0.09
12994.69,0.9946,0.09
12994.88,0.9968,0.09
12995.06,0.9929,0.09
12995.25,0.9875,0.09
12995.43,0.9816,0.09
12995.62,0.9846,0.09
12995.8,0.9849,0.09
12995.99,0.9695,0.09
12996.17,0.9594,0.09
12996.36,0.957,0.09
12996.54,0.9611,0.09
12996.72,0.9487,0.09
12996.91,0.9278,0.09
12997.09,0.9206,0.09
12997.28,0.9254,0.09
12997.46,0.939,0.09
12997.65,0.963,0.09
12997.83,0.9979,0.09
12998.02,1.031,0.09
12998.2,1.0639,0.09
12998.39,1.0967,0.09
12998.57,1.1256,0.09
12998.76,1.1323,0.09
12998.94,1.1329,0.09
12999.12,1.1148,0.09
12999.31,1.0859,0.09
12999.49,1.0594,0.09
12999.68,1.0316,0.09
12999.86,1.0049,0.09
13000.05,0.9716,0.09
13000.23,0.9357,0.09
13000.42,0.9008,0.09
13000.6,0.8756,0.09
13000.79,0.8652,0.09
13000.97,0.8677,0.09
13001.16,0.8698,0.09
13001.34,0.8715,0.09
13001.52,0.873,0.09
13001.71,0.8715,0.09
13001.89,0.8781,0.09
13002.08,0.9007,0.09
13002.26,0.9225,0.09
13002.45,0.9351,0.09
13002.63,0.9507,0.09
13002.82,0.9743,0.09
13003.0,0.9985,0.09
13003.19,1.0167,0.09
13003.37,1.0304,0.09
13003.56,1.0304,0.09
13003.74,1.0263,0.09
13003.92,1.0276,0.09
13004.11,1.0361,0.09
13004.29,1.047,0.09
13004.48,1.0521,0.09
13004.66,1.064,0.09
13004.85,1.0817,0.09
13005.03,1.0845,0.09
13005.22,1.0747,0.09
13005.4,1.0852,0.09
13005.59,1.09,0.09
13005.77,1.0899,0.09
13005.96,1.0817,0.09
13006.14,1.0748,0.09
13006.33,1.0752,0.09
13006.51,1.0725,0.09
13006.69,1.0713,0.09
13006.88,1.0589,0.09
13007.06,1.0483,0.09
13007.25,1.0333,0.09
13007.43,1.032,0.09
13007.62,1.0269,0.09
13007.8,1.03,0.09
13007.99,1.0346,0.09
13008.17,1.0314,0.09
13008.36,1.0143,0.09
13008.54,0.9865,0.09
13008.73,0.968,0.09
13008.91,0.9532,0.09
13009.09,0.9336,0.09
13009.28,0.9201,0.09
13009.46,0.9118,0.09
13009.65,0.8927,0.09
13009.83,0.8708,0.09
13010.02,0.8524,0.09
13010.2,0.84,0.09
13010.39,0.8267,0.09
13010.57,0.8092,0.09
13010.76,0.7908,0.09
13010.94,0.7844,0.09
13011.12,0.792,0.09
13011.31,0.8041,0.09
13011.49,0.7984,0.09
13011.68,0.7899,0.09
13011.86,0.772,0.09
13012.05,0.7681,0.09
13012.23,0.774,0.09
13012.42,0.7818,0.09
13012.6,0.8031,0.09
13012.79,0.8283,0.09
13012.97,0.8518,0.09
13013.16,0.8724,0.09
13013.34,0.8881,0.09
13013.52,0.8991,0.09
13013.71,0.8987,0.09
